<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.22	09:15:00	4413.01	4416.69	4411.75	4415.86	2248	0	9
2025.12.22	09:30:00	4415.85	4418.08	4412.55	4416.33	2278	0	9
2025.12.22	09:45:00	4416.34	4416.47	4412.61	4414.46	1906	0	9
2025.12.22	10:00:00	4414.46	4414.75	4409.99	4412.31	2739	0	9
2025.12.22	10:15:00	4412.31	4413.43	4409.58	4413.42	2048	0	9
2025.12.22	10:30:00	4413.45	4414.99	4407.15	4410.17	2335	0	9
2025.12.22	10:45:00	4410.17	4411.19	4406.22	4408.36	2027	0	9
2025.12.22	11:00:00	4408.37	4413.28	4408.07	4412.28	1959	0	9
2025.12.22	11:15:00	4412.33	4413.97	4410.84	4412.60	1463	0	9
2025.12.22	11:30:00	4412.60	4413.81	4411.58	4412.33	1169	0	9
2025.12.22	11:45:00	4412.37	4414.93	4411.09	4411.14	1449	0	9
2025.12.22	12:00:00	4411.14	4415.90	4411.06	4414.04	1709	0	9
2025.12.22	12:15:00	4414.04	4414.36	4411.19	4411.36	1469	0	9
2025.12.22	12:30:00	4411.36	4411.56	4406.20	4409.05	2161	0	9
2025.12.22	12:45:00	4409.17	4411.64	4408.63	4408.67	1401	0	9
2025.12.22	13:00:00	4408.67	4409.76	4406.22	4409.33	1837	0	9
2025.12.22	13:15:00	4409.31	4410.59	4408.16	4409.31	2275	0	9
2025.12.22	13:30:00	4409.32	4411.73	4408.60	4410.17	3370	0	9
2025.12.22	13:45:00	4410.16	4410.97	4408.82	4410.39	2376	0	9
2025.12.22	14:00:00	4410.39	4413.30	4406.33	4407.13	4168	0	9
2025.12.22	14:15:00	4407.13	4412.38	4407.04	4409.25	3264	0	9
2025.12.22	14:30:00	4409.21	4410.94	4407.74	4409.48	3840	0	9
2025.12.22	14:45:00	4409.49	4416.04	4409.38	4415.79	2684	0	9
2025.12.22	15:00:00	4415.79	4426.83	4415.27	4425.56	5792	0	9
2025.12.22	15:15:00	4425.57	4427.33	4413.03	4418.69	5969	0	9
2025.12.22	15:30:00	4418.70	4426.59	4418.38	4423.95	4819	0	9
2025.12.22	15:45:00	4423.95	4427.21	4419.87	4423.75	4533	0	9
